$GPGGA,190704.000,5926.2864,N,02444.7290,E,1,6,1.22,24.5,M,19.8,M,,*69
$GPGGA,190705.000,5926.2857,N,02444.7286,E,1,6,1.22,25.1,M,19.8,M,,*6A
$GPGGA,190706.000,5926.2855,N,02444.7279,E,1,6,1.22,25.3,M,19.8,M,,*69
$GPGGA,190707.000,5926.2855,N,02444.7274,E,1,6,1.22,25.5,M,19.8,M,,*63
$GPGGA,190708.000,5926.2855,N,02444.7275,E,1,6,1.22,25.8,M,19.8,M,,*60
$GPGGA,190709.000,5926.2855,N,02444.7276,E,1,6,1.22,26.2,M,19.8,M,,*6B
$GPGGA,190710.000,5926.2855,N,02444.7277,E,1,6,1.22,26.4,M,19.8,M,,*64
$GPGGA,190711.000,5926.2855,N,02444.7278,E,1,6,1.22,26.6,M,19.8,M,,*68
$GPGGA,190712.000,5926.2856,N,02444.7279,E,1,6,1.22,26.8,M,19.8,M,,*67
$GPGGA,190713.000,5926.2857,N,02444.7280,E,1,6,1.22,26.9,M,19.8,M,,*60
$GPGGA,190714.000,5926.2857,N,02444.7282,E,1,6,1.22,27.0,M,19.8,M,,*6D
$GPGGA,190715.000,5926.2858,N,02444.7284,E,1,6,1.22,27.1,M,19.8,M,,*64
$GPGGA,190716.000,5926.2858,N,02444.7285,E,1,6,1.22,27.2,M,19.8,M,,*65
$GPGGA,190717.000,5926.2859,N,02444.7285,E,1,6,1.22,27.3,M,19.8,M,,*64
$GPGGA,190718.000,5926.2860,N,02444.7283,E,1,6,1.22,27.3,M,19.8,M,,*67
$GPGGA,190719.000,5926.2862,N,02444.7282,E,1,6,1.22,27.4,M,19.8,M,,*62
$GPGGA,190720.000,5926.2863,N,02444.7284,E,1,6,1.22,27.0,M,19.8,M,,*6B
$GPGGA,190721.000,5926.2863,N,02444.7284,E,1,6,1.22,26.9,M,19.8,M,,*62
$GPGGA,190722.000,5926.2864,N,02444.7278,E,1,6,1.22,26.5,M,19.8,M,,*69
$GPGGA,190723.000,5926.2864,N,02444.7278,E,1,6,1.22,26.3,M,19.8,M,,*6E
$GPGGA,190724.000,5926.2864,N,02444.7277,E,1,6,1.22,26.3,M,19.8,M,,*66
$GPGGA,190725.000,5926.2864,N,02444.7277,E,1,6,1.22,26.3,M,19.8,M,,*67
$GPGGA,190726.000,5926.2864,N,02444.7277,E,1,6,1.22,26.3,M,19.8,M,,*64
$GPGGA,190727.000,5926.2864,N,02444.7277,E,1,6,1.22,26.4,M,19.8,M,,*62
$GPGGA,190728.000,5926.2864,N,02444.7278,E,1,6,1.22,26.4,M,19.8,M,,*62
$GPGGA,190729.000,5926.2864,N,02444.7279,E,1,6,1.22,26.4,M,19.8,M,,*62
$GPGGA,190730.000,5926.2865,N,02444.7281,E,1,6,1.22,26.3,M,19.8,M,,*6B
$GPGGA,190731.000,5926.2865,N,02444.7282,E,1,6,1.22,26.3,M,19.8,M,,*69
$GPGGA,190732.000,5926.2865,N,02444.7284,E,1,6,1.22,26.3,M,19.8,M,,*6C
$GPGGA,190733.000,5926.2865,N,02444.7285,E,1,6,1.22,26.3,M,19.8,M,,*6C
$GPGGA,190734.000,5926.2865,N,02444.7287,E,1,6,1.22,26.3,M,19.8,M,,*69
$GPGGA,190735.000,5926.2865,N,02444.7287,E,1,6,1.22,26.3,M,19.8,M,,*68
$GPGGA,190736.000,5926.2865,N,02444.7287,E,1,6,1.22,26.3,M,19.8,M,,*6B
$GPGGA,190737.000,5926.2865,N,02444.7287,E,1,6,1.22,26.3,M,19.8,M,,*6A
$GPGGA,190738.000,5926.2865,N,02444.7287,E,1,6,1.22,26.3,M,19.8,M,,*65
$GPGGA,190739.000,5926.2865,N,02444.7287,E,1,6,1.22,26.3,M,19.8,M,,*64
$GPGGA,190740.000,5926.2865,N,02444.7288,E,1,6,1.22,26.3,M,19.8,M,,*65
$GPGGA,190741.000,5926.2865,N,02444.7288,E,1,6,1.22,26.3,M,19.8,M,,*64
$GPGGA,190742.000,5926.2865,N,02444.7289,E,1,6,1.22,26.3,M,19.8,M,,*66
$GPGGA,190743.000,5926.2864,N,02444.7290,E,1,6,1.22,26.3,M,19.8,M,,*6E
$GPGGA,190744.000,5926.2864,N,02444.7290,E,1,6,1.22,26.3,M,19.8,M,,*69
$GPGGA,190745.000,5926.2864,N,02444.7291,E,1,6,1.22,26.3,M,19.8,M,,*69
$GPGGA,190746.000,5926.2863,N,02444.7293,E,1,6,1.22,26.3,M,19.8,M,,*6F
$GPGGA,190747.000,5926.2863,N,02444.7294,E,1,6,1.22,26.4,M,19.8,M,,*6E
$GPGGA,190748.000,5926.2862,N,02444.7296,E,1,6,1.22,26.4,M,19.8,M,,*62
$GPGGA,190749.000,5926.2862,N,02444.7297,E,1,5,1.31,26.4,M,19.8,M,,*63
$GPGGA,190750.000,5926.2861,N,02444.7302,E,1,5,1.31,26.7,M,19.8,M,,*66
$GPGGA,190751.000,5926.2861,N,02444.7308,E,1,5,1.31,26.9,M,19.8,M,,*63
$GPGGA,190752.000,5926.2860,N,02444.7318,E,1,5,1.31,26.9,M,19.8,M,,*60
$GPGGA,190753.000,5926.2860,N,02444.7326,E,1,5,1.31,27.0,M,19.8,M,,*64
$GPGGA,190754.000,5926.2860,N,02444.7330,E,1,5,1.40,27.2,M,19.8,M,,*60
$GPGGA,190755.000,5926.2860,N,02444.7332,E,1,5,1.40,27.3,M,19.8,M,,*62
$GPGGA,190756.000,5926.2857,N,02444.7332,E,1,6,1.33,27.5,M,19.8,M,,*64
$GPGGA,190757.000,5926.2857,N,02444.7332,E,1,6,1.33,27.8,M,19.8,M,,*68
$GPGGA,190758.000,5926.2857,N,02444.7334,E,1,6,1.33,27.9,M,19.8,M,,*60
$GPGGA,190759.000,5926.2857,N,02444.7334,E,1,6,1.33,28.1,M,19.8,M,,*66
$GPGGA,190800.000,5926.2857,N,02444.7335,E,1,6,1.33,28.2,M,19.8,M,,*67
$GPGGA,190801.000,5926.2857,N,02444.7336,E,1,6,1.33,28.3,M,19.8,M,,*64
$GPGGA,190802.000,5926.2857,N,02444.7336,E,1,6,1.33,28.5,M,19.8,M,,*61
