$GPRMC,193553.000,A,5926.2895,N,02444.7375,E,0.27,3.48,061011,,,A*65
$GPRMC,193554.000,A,5926.2895,N,02444.7375,E,0.22,357.74,061011,,,A*6A
$GPRMC,193555.000,A,5926.2896,N,02444.7374,E,0.26,355.24,061011,,,A*6A
$GPRMC,193556.000,A,5926.2897,N,02444.7374,E,0.15,354.38,061011,,,A*64
$GPRMC,193557.000,A,5926.2897,N,02444.7374,E,0.13,356.24,061011,,,A*6C
$GPRMC,193558.000,A,5926.2897,N,02444.7375,E,0.10,1.27,061011,,,A*63
$GPRMC,193559.000,A,5926.2898,N,02444.7375,E,0.06,3.54,061011,,,A*6C
$GPRMC,193600.000,A,5926.2898,N,02444.7375,E,0.10,3.54,061011,,,A*64
$GPRMC,193601.000,A,5926.2898,N,02444.7374,E,0.22,3.54,061011,,,A*65
$GPRMC,193602.000,A,5926.2899,N,02444.7374,E,0.25,3.54,061011,,,A*60
$GPRMC,193603.000,A,5926.2900,N,02444.7373,E,0.21,344.33,061011,,,A*62
$GPRMC,193604.000,A,5926.2900,N,02444.7373,E,0.22,344.07,061011,,,A*61
$GPRMC,193605.000,A,5926.2901,N,02444.7373,E,0.18,345.72,061011,,,A*6B
$GPRMC,193606.000,A,5926.2901,N,02444.7373,E,0.14,349.56,061011,,,A*6E
$GPRMC,193607.000,A,5926.2902,N,02444.7373,E,0.02,349.56,061011,,,A*6B
$GPRMC,193608.000,A,5926.2901,N,02444.7372,E,0.17,349.56,061011,,,A*62
$GPRMC,193609.000,A,5926.2901,N,02444.7371,E,0.16,349.56,061011,,,A*61
$GPRMC,193610.000,A,5926.2901,N,02444.7370,E,0.14,349.56,061011,,,A*6A
$GPRMC,193611.000,A,5926.2901,N,02444.7370,E,0.09,349.56,061011,,,A*67
$GPRMC,193612.000,A,5926.2901,N,02444.7369,E,0.03,349.56,061011,,,A*66
$GPRMC,193613.000,A,5926.2901,N,02444.7369,E,0.02,349.56,061011,,,A*66
$GPRMC,193614.000,A,5926.2901,N,02444.7369,E,0.06,349.56,061011,,,A*65
$GPRMC,193615.000,A,5926.2901,N,02444.7369,E,0.15,349.56,061011,,,A*66
$GPRMC,193616.000,A,5926.2900,N,02444.7369,E,0.16,349.56,061011,,,A*67
$GPRMC,193617.000,A,5926.2900,N,02444.7368,E,0.20,349.56,061011,,,A*62
$GPRMC,193618.000,A,5926.2899,N,02444.7368,E,0.18,349.56,061011,,,A*67
$GPRMC,193619.000,A,5926.2899,N,02444.7367,E,0.08,349.56,061011,,,A*68
$GPRMC,193620.000,A,5926.2899,N,02444.7367,E,0.11,349.56,061011,,,A*6A
$GPRMC,193621.000,A,5926.2899,N,02444.7367,E,0.08,349.56,061011,,,A*63
$GPRMC,193622.000,A,5926.2898,N,02444.7367,E,0.08,349.56,061011,,,A*61
$GPRMC,193623.000,A,5926.2898,N,02444.7367,E,0.09,349.56,061011,,,A*61
$GPRMC,193624.000,A,5926.2898,N,02444.7367,E,0.15,349.56,061011,,,A*6B
$GPRMC,193625.000,A,5926.2897,N,02444.7366,E,0.10,349.56,061011,,,A*61
$GPRMC,193626.000,A,5926.2897,N,02444.7366,E,0.06,349.56,061011,,,A*65
$GPRMC,193627.000,A,5926.2897,N,02444.7366,E,0.03,349.56,061011,,,A*61
$GPRMC,193628.000,A,5926.2897,N,02444.7366,E,0.03,349.56,061011,,,A*6E
$GPRMC,193629.000,A,5926.2897,N,02444.7366,E,0.03,349.56,061011,,,A*6F
$GPRMC,193630.000,A,5926.2897,N,02444.7366,E,0.02,349.56,061011,,,A*66
$GPRMC,193631.000,A,5926.2897,N,02444.7366,E,0.00,349.56,061011,,,A*65
$GPRMC,193632.000,A,5926.2897,N,02444.7366,E,0.02,349.56,061011,,,A*64
$GPRMC,193633.000,A,5926.2897,N,02444.7366,E,0.05,349.56,061011,,,A*62
$GPRMC,193634.000,A,5926.2897,N,02444.7366,E,0.02,349.56,061011,,,A*62
